id,full_name,description,size,stargazers_count,language,has_projects,has_pages,has_discussions,archived,license,topics,forks,open_issues,watchers,vader_sentiment,sentiment_bin
14748123,pythonnet pythonnet,python for net is a package that gives python programmers nearly seamless integration with the net common language runtime clr and provides a powerful application scripting tool for net developers,9870,5253,c,1,1,1,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,clr csharp dotnet ffi hacktoberfest mono python pythonnet,763,164,5253,0.4215,Positive
34548065,thateidolon python,scratch space for various python lessons i am trying to work through,13540,117,python,1,0,0,0,missing,,107,8,117,0.0,Neutral
1301584,mne tools mne python,mne magnetoencephalography meg and electroencephalography eeg in python,166035,3050,python,1,0,0,0,key bsd clause name bsd clause new or revised license spdx id bsd clause url https api github com licenses bsd clause node id mdc tgljzw zztu,ecog eeg electrocorticography electroencephalography machine learning magnetoencephalography meg neuroimaging neuroscience python statistics visualization,1412,604,3050,0.0,Neutral
31242106,leojr python,some python projects that i ve created over the years,4787,42,python,1,0,0,0,missing,,163,5,42,0.25,Positive
67618584,mlhoffmann pythonfundamentos,reposit rio do curso online python fundamentos,101246,18,jupyter notebook,1,0,0,0,key gpl name gnu general public license v spdx id gpl url https api github com licenses gpl node id mdc tgljzw zztk,,2414,0,18,0.0,Neutral
143589809,lancopku pkuseg python,pkuseg the pkuseg toolkit for multi domain chinese word segmentation,4387,6655,python,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,chinese word segmentation,986,133,6655,0.0,Neutral
124447503,mautrix python,a python asyncio matrix framework,2106,210,python,0,0,0,0,key mpl name mozilla public license spdx id mpl url https api github com licenses mpl node id mdc tgljzw zzte,appservice asyncio matrix matrix appservice matrix org python python,78,35,210,0.0,Neutral
813531243,krishnaik complete python bootcamp,missing,571,1991,jupyter notebook,1,0,0,0,key gpl name gnu general public license v spdx id gpl url https api github com licenses gpl node id mdc tgljzw zztk,,2549,6,1991,-0.296,Negative
120960730,pythonguis pythonguis examples,demo desktop apps built with python qt with examples for pyqt pyside pyqt pyside,4354,4427,python,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,desktop desktop application example app gui pyqt pyqt pyqt pyqt tutorial python python apps python gui python qtdesigner,1128,17,4427,0.4215,Positive
617868717,abetlen llama cpp python,python bindings for llama cpp,2195,9555,python,1,1,1,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,,1220,653,9555,0.0,Neutral
187108291,kyclark tiny python projects,code for tiny python projects manning isbn learning python through test driven development of games and puzzles,15263,1674,python,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,,2592,15,1674,0.0,Neutral
229218946,hi weijun pythondatascience collections,python tableau,268,2478,missing,1,0,0,0,missing,,400,5,2478,0.0,Neutral
43759462,ujjwalkarn datasciencepython,common data analysis and machine learning tasks using python,83,5581,python,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,data science data scientists python python tutorial,1514,12,5581,0.0,Neutral
729453988,ollama ollama python,ollama python library,503,8404,python,0,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,ollama python,794,119,8404,0.0,Neutral
6920160,jrjohansson scientific python lectures,lectures on scientific computing with python as ipython notebooks,25133,3576,jupyter notebook,1,0,0,0,missing,,1800,15,3576,0.0,Neutral
99190133,susanli nlp with python,scikit learn nltk spacy gensim textblob and more,29083,2783,jupyter notebook,1,0,0,0,missing,,2006,35,2783,0.0,Neutral
16316451,googleapis google cloud python,google cloud client library for python,533453,5101,python,1,1,1,0,key apache name apache license spdx id apache url https api github com licenses apache node id mdc tgljzw zzti,python,1601,137,5101,0.0,Neutral
499872496,calistus igwilo python,missing,100,126,python,1,0,0,0,missing,,47,0,126,-0.296,Negative
5625464,pyenv pyenv,simple python version management,6170,43130,roff,1,0,1,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,python shell,3199,63,43130,0.0,Neutral
363150,redis redis py,redis python client,10495,13237,python,1,0,1,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,python redis redis client redis cluster redis py,2629,164,13237,0.0,Neutral
121845101,dibgerge ml coursera python assignments,python assignments for the machine learning class by andrew ng on coursera with complete submission for grading capability and re written instructions,21029,5544,jupyter notebook,1,0,0,0,missing,,2163,42,5544,0.0,Neutral
1126087,gitpython developers gitpython,gitpython is a python library used to interact with git repositories,11503,4946,python,0,0,1,0,key bsd clause name bsd clause new or revised license spdx id bsd clause url https api github com licenses bsd clause node id mdc tgljzw zztu,git plumbing git porcelain python library,954,174,4946,0.0,Neutral
55781523,opencv opencv python,automated ci toolchain to produce precompiled opencv python opencv python headless opencv contrib python and opencv contrib python headless packages,1952,4972,python,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,manylinux opencv opencv contrib python opencv python precompiled pypi python python wheel,937,163,4972,0.0,Neutral
21883369,pythonprobr pythonbirds,projeto para ensino de programa o orientadas a objetos em python,2353,303,python,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,,2003,4,303,0.0,Neutral
28263492,g t wasd python,examples of programs written in python on pythonicway com blog,23,61,python,1,0,0,0,missing,,115,5,61,0.0,Neutral
18188537,dronekit dronekit python,dronekit python library for communicating with drones via mavlink,5709,1783,python,1,0,0,0,key apache name apache license spdx id apache url https api github com licenses apache node id mdc tgljzw zzti,,1494,437,1783,0.0,Neutral
93297960,liwanlei jiekou python,python http dubbo,2056,769,python,1,0,0,0,missing,automated testing interface python requests,478,1,769,0.0,Neutral
1318988,facebookarchive python instagram,python client for instagram api,342,3042,python,1,0,0,1,key other name other spdx id noassertion url none node id mdc tgljzw zzta,,1098,118,3042,0.0,Neutral
5362372,grantjenks free python games,free python games,4162,3813,python,1,0,0,0,key other name other spdx id noassertion url none node id mdc tgljzw zzta,education free games learning python,1464,40,3813,0.5106,Positive
13970153,rasbt python reference,useful functions tutorials and other python related things,9211,3835,jupyter notebook,1,0,0,0,missing,learning python python tips,935,8,3835,0.4404,Positive
121997410,pvieito pythonkit,swift framework to interact with python,280,2087,swift,0,0,0,0,key apache name apache license spdx id apache url https api github com licenses apache node id mdc tgljzw zzti,,236,1,2087,0.2023,Positive
386575694,ndleah python mini project,welcome open source python mini project contributions,126309,3756,python,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,data analysis data science data visualization newbie code newbie friendly python python mini projects python programming exercises python project beginner,1458,104,3756,0.4588,Positive
50063252,miserlou zappa,serverless python,5645,11876,python,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,api gateway aws lambda bottle django flask lambda pyramid python serverless serverless framework zappa,1189,689,11876,0.0,Neutral
38444627,allendowney thinkpython,latex source and supporting code for think python nd edition by allen downey,3994,2603,tex,1,0,0,0,key other name other spdx id noassertion url none node id mdc tgljzw zzta,,1678,37,2603,0.4404,Positive
3638964,ansible ansible,ansible is a radically simple it automation platform that makes your applications and systems easier to deploy and maintain automate everything from code deployment to network configuration to cloud management in a language that approaches plain english using ssh with no agents to install on remote systems https docs ansible com,261160,66361,python,1,0,0,0,key gpl name gnu general public license v spdx id gpl url https api github com licenses gpl node id mdc tgljzw zztk,ansible python,24078,861,66361,0.1531,Positive
91051112,xhd python,python script and documents,1479243,24,jupyter notebook,1,0,0,0,missing,,162,1,24,0.0,Neutral
2408911,python mode python mode,vim python mode pylint rope pydoc breakpoints from box,11090,5466,vim script,1,1,0,0,key lgpl name gnu lesser general public license v spdx id lgpl url https api github com licenses lgpl node id mdc tgljzw zztey,,772,36,5466,0.0,Neutral
5776030,bear python twitter,a python wrapper around the twitter api,8568,3410,python,0,0,0,1,key apache name apache license spdx id apache url https api github com licenses apache node id mdc tgljzw zzti,,946,102,3410,0.0,Neutral
30907774,spmallick learnopencv,learn opencv c and python examples,3796224,22274,jupyter notebook,1,0,0,0,missing,ai computer vision computervision deep learning deep neural networks deeplearning machine learning opencv opencv cpp opencv library opencv python opencv tutorial opencv,11729,277,22274,0.0,Neutral
19846124,michaelliao awesome python webapp,python ios app,369,2232,missing,1,0,0,0,key gpl name gnu general public license v spdx id gpl url https api github com licenses gpl node id mdc tgljzw zztg,python python,1661,7,2232,0.0,Neutral
30618733,prometheus client python,prometheus instrumentation library for python applications,7759,4219,python,1,1,1,0,key apache name apache license spdx id apache url https api github com licenses apache node id mdc tgljzw zzti,instrumentation metrics prometheus python,829,140,4219,0.0,Neutral
119920249,fbaptiste python deepdive,python deep dive course accompanying materials,2467,1598,jupyter notebook,1,0,0,0,key gpl name gnu general public license v spdx id gpl url https api github com licenses gpl node id mdc tgljzw zztk,,1237,0,1598,0.0,Neutral
33904449,kaggle docker python,kaggle python docker image,14055,2615,python,1,0,0,0,key apache name apache license spdx id apache url https api github com licenses apache node id mdc tgljzw zzti,,994,29,2615,0.0,Neutral
62063141,jack lee hiter algorithmsbypython,python offer leetcode,315,4026,python,1,0,0,0,missing,,1303,18,4026,0.0,Neutral
400977158,jimdevops pythonoop,the original code repository for my python oop series,13,541,python,1,0,0,0,missing,,386,6,541,0.3182,Positive
178592227,tebelorg rpa python,python package for doing rpa,331,5332,python,0,0,0,0,key apache name apache license spdx id apache url https api github com licenses apache node id mdc tgljzw zzti,cross platform opencv python rpa sikuli tagui tesseract,715,4,5332,0.0,Neutral
209104196,microsoft c python getting started,sample code for channel python for beginners course,11952,7861,jupyter notebook,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,,2264,58,7861,0.0,Neutral
491760899,weitaozhu python,python,1282532,149,missing,1,0,0,0,missing,,68,0,149,0.0,Neutral
890377,networkx networkx,network analysis in python,95629,16152,python,0,0,1,0,key other name other spdx id noassertion url none node id mdc tgljzw zzta,complex networks graph algorithms graph analysis graph generation graph theory graph visualization python,3393,389,16152,0.0,Neutral
327662446,davidbombal red python scripts,missing,56,2136,python,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,,1602,26,2136,-0.296,Negative
3131959,grangier python goose,html content article extractor web scrapping lib in python,3910,4046,html,1,0,0,0,key apache name apache license spdx id apache url https api github com licenses apache node id mdc tgljzw zzti,,782,109,4046,0.0,Neutral
155576567,piglei one python craftsman,pythonista,2490,7031,missing,1,0,0,0,key apache name apache license spdx id apache url https api github com licenses apache node id mdc tgljzw zzti,articles book python python,971,2,7031,0.0,Neutral
2747590,lincolnloop python qrcode,python qr code image generator,992,4732,python,1,0,0,0,key other name other spdx id noassertion url none node id mdc tgljzw zzta,,715,49,4732,0.0,Neutral
74762106,jhao proxy pool,python proxypool for web spider,540,22792,python,1,1,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,crawler http proxy redis spider,5322,302,22792,0.0,Neutral
116672811,chalarangelo seconds of python,short python code snippets for all your development needs,68498,8844,python,1,0,0,1,key cc by name creative commons attribution international spdx id cc by url https api github com licenses cc by node id mdc tgljzw zzti,education learn to code learning resources programming python snippets snippets collection snippets library,1254,2,8844,0.0,Neutral
15718980,lighttable python,python language plugin for light table,71,98,python,1,0,0,1,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,,51,41,98,0.0,Neutral
108051,mongodb mongo python driver,pymongo the official mongodb python driver,29154,4268,python,1,0,0,0,key apache name apache license spdx id apache url https api github com licenses apache node id mdc tgljzw zzti,mongodb mongodb driver pymongo python python library,1127,10,4268,0.0,Neutral
42845822,eastlakeside interpy zh,python intermediate python chinese version,813,6458,css,1,1,0,0,key apache name apache license spdx id apache url https api github com licenses apache node id mdc tgljzw zzti,book python python skills,1326,8,6458,0.0,Neutral
32836716,way python,python script,999,55,python,1,0,0,0,missing,,59,1,55,0.0,Neutral
220486309,roberthsu python,python,90292,672,jupyter notebook,1,0,0,0,missing,python,34,0,672,0.0,Neutral
136556542,shinnytech tqsdk python,,56425,4206,python,1,0,0,0,key apache name apache license spdx id apache url https api github com licenses apache node id mdc tgljzw zzti,diff futures program trading python quant,708,87,4206,0.0,Neutral
675835,scipy lectures scientific python lectures,tutorial material on the scientific python ecosystem,25399,3159,python,0,0,0,0,key other name other spdx id noassertion url none node id mdc tgljzw zzta,,1207,27,3159,0.0,Neutral
64316301,jakevdp whirlwindtourofpython,the jupyter notebooks behind my oreilly report a whirlwind tour of python,1227,3880,jupyter notebook,1,1,0,0,key cc name creative commons zero v universal spdx id cc url https api github com licenses cc node id mdc tgljzw zzty,,1694,24,3880,0.0,Neutral
64501070,michaldanieldobrzanski deeplearningpython,neuralnetworksanddeeplearning com integrated scripts for python and theano with cuda support,16826,2816,python,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,,1275,13,2816,0.4019,Positive
137050338,ziniulu python days,https github com jackfrued python days git,34138,3587,python,1,0,0,0,missing,,1146,32,3587,0.0,Neutral
38402179,rmislam pythonsift,a clean and concise python implementation of sift scale invariant feature transform,383,981,python,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,computer vision feature matching image processing opencv python sift template matching,261,7,981,0.4019,Positive
16241224,prompt toolkit python prompt toolkit,library for building powerful interactive command line applications in python,9750,9934,python,1,0,1,0,key bsd clause name bsd clause new or revised license spdx id bsd clause url https api github com licenses bsd clause node id mdc tgljzw zztu,,742,681,9934,0.4215,Positive
5289684,allendowney thinkpython,jupyter notebooks and other resources for think python by allen downey published by o reilly media,13272,2250,jupyter notebook,1,1,0,0,missing,,930,6,2250,0.0,Neutral
189581018,javasmall python,python,132932,95,html,1,0,0,0,missing,,78,0,95,0.0,Neutral
279643881,avinashkranjan amazing python scripts,curated collection of amazing python scripts from basics to advance with automation task scripts,991579,3205,jupyter notebook,1,1,1,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,artificial intelligence hacktoberfest machine learning projects python python projects python scripts speech webcam,1209,182,3205,0.5859,Positive
97429942,tirthajyoti machine learning with python,practice and tutorial style notebooks covering wide variety of machine learning techniques,101368,3249,jupyter notebook,1,1,0,0,key bsd clause name bsd clause simplified license spdx id bsd clause url https api github com licenses bsd clause node id mdc tgljzw zztq,artificial intelligence classification clustering data science decision trees deep learning dimensionality reduction flask k nearest neighbours machine learning matplotlib naive bayes neural network numpy pandas pytest random forest regression scikit learn statistics,1830,9,3249,0.0,Neutral
41310993,pyscripter python delphi,free components that wrap up python into delphi and lazarus fpc,11130,991,pascal,1,1,1,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,delphi lazarus pascal python,321,6,991,0.5106,Positive
40785817,yasoob intermediatepython,missing,9750,3876,python,1,1,0,0,missing,,709,21,3876,-0.296,Negative
12830126,mozillazg python pinyin,pypinyin,9291,5146,python,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,chinese hanzi hanzi pinyin pinyin pypinyin python python python,627,35,5146,0.0,Neutral
27998706,egrcc zhihu python,,1968,2316,python,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,,851,27,2316,0.0,Neutral
30895522,pvlib pvlib python,a set of documented functions for simulating the performance of photovoltaic energy systems,118269,1392,python,0,0,1,0,key bsd clause name bsd clause new or revised license spdx id bsd clause url https api github com licenses bsd clause node id mdc tgljzw zztu,photovoltaic python renewable energy renewables solar energy,1115,256,1392,0.2732,Positive
168217581,microsoft mlopspython,mlops using azure ml services and azure devops,13162,1270,python,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,azure machine learning azureml mlops,1128,81,1270,0.0,Neutral
329875499,dataprofessor python,python codes from tutorials on the data professor youtube channel,883,106,jupyter notebook,1,0,0,0,missing,data professor data science dataprofessor datascience machine learning machinelearning machinelearning python python python tutorial,72,3,106,0.0,Neutral
48483481,mgalarnyk python tutorials,python tutorials in both jupyter notebook and youtube format,361359,1230,jupyter notebook,1,1,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,,1140,0,1230,0.0,Neutral
84457072,yeah kun python,this is my learn python space,82995,43,python,1,0,0,0,key apache name apache license spdx id apache url https api github com licenses apache node id mdc tgljzw zzti,,107,4,43,0.0,Neutral
1762724,heroku heroku buildpack python,heroku s classic buildpack for python applications,58409,988,ruby,0,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,buildpack heroku heroku languages python,1832,15,988,0.0,Neutral
422878404,mkdocstrings python,a python handler for mkdocstrings,5083,251,html,0,1,1,0,key isc name isc license spdx id isc url https api github com licenses isc node id mdc tgljzw zztew,autodoc documentation mkdocs mkdocstrings mkdocstrings handler python python documentation,48,38,251,0.0,Neutral
354776485,devops by examples python,python for dummies,23352,41,python,1,0,0,0,missing,,107,6,41,0.0,Neutral
6119027,mubeta python,python stuff,5127,68,python,1,1,0,0,key lgpl name gnu lesser general public license v spdx id lgpl url https api github com licenses lgpl node id mdc tgljzw zztey,,44,7,68,0.0,Neutral
23727790,theskumar python dotenv,reads key value pairs from a env file and can set them as environment variables it helps in developing applications following the factor principles,782,8362,python,0,1,0,0,key bsd clause name bsd clause new or revised license spdx id bsd clause url https api github com licenses bsd clause node id mdc tgljzw zztu,factor app configuration devops tools dotenv env environment variables python,469,67,8362,0.6124,Positive
260800773,huangsam ultimate python,ultimate python study guide snake snake snake,759,5464,python,0,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,hacktoberfest international learn to code learning by doing learning python learning resources newcomers professionals programming language python python replit study,568,0,5464,0.0,Neutral
6127047,python pythondotorg,source code for python org,29001,1577,python,1,0,0,0,key apache name apache license spdx id apache url https api github com licenses apache node id mdc tgljzw zzti,psf python,638,200,1577,0.0,Neutral
39119843,miguelgrinberg python socketio,python socket io server and client,1841,4241,python,1,0,1,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,asyncio eventlet gevent long polling low latency python socket io socketio socketio server web server websocket,612,15,4241,0.0,Neutral
2113510,crossbario autobahn python,websocket and wamp in python for twisted and asyncio,19607,2525,python,1,0,1,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,autobahn pubsub python real time rpc wamp websocket,772,189,2525,0.0,Neutral
20979839,rsh python,developments in python tools examples etc,435,67,python,1,0,0,0,missing,,86,6,67,0.0,Neutral
1446467,pypa pip,the python package installer,72914,9931,python,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,packaging pip python,3136,1088,9931,0.0,Neutral
163349479,wzy machine learning in action python,python,4299,1330,html,1,0,0,0,missing,machine learning python,475,10,1330,0.0,Neutral
22978655,googlemaps google maps services python,python client library for google maps api web services,1031,4811,python,1,1,0,0,key apache name apache license spdx id apache url https api github com licenses apache node id mdc tgljzw zzti,client library python,1334,69,4811,0.0,Neutral
40724726,saml toolkits python saml,missing,5086,734,python,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,,314,46,734,-0.296,Negative
433605398,openai openai quickstart python,python example app from the openai api quickstart tutorial,134,1777,missing,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,openai openai api,1323,1,1777,0.0,Neutral
83989500,rytilahti python miio,python library console tool for controlling xiaomi smart appliances,3481,4097,python,0,0,1,0,key gpl name gnu general public license v spdx id gpl url https api github com licenses gpl node id mdc tgljzw zztk,home assistant home automation miio miot miot spec python smart home xiaomi,589,314,4097,0.4019,Positive
133398807,microsoft python sample vscode flask tutorial,sample code for the flask tutorial in the vs code documentation,52,375,html,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,,6127,23,375,0.0,Neutral
596892,pallets flask,the python micro framework for building web applications,11276,70324,python,0,0,1,0,key bsd clause name bsd clause new or revised license spdx id bsd clause url https api github com licenses bsd clause node id mdc tgljzw zztu,flask jinja pallets python web framework werkzeug wsgi,16527,6,70324,0.0,Neutral
21937935,heroku python getting started,getting started with python on heroku,197,854,python,0,0,0,0,missing,django heroku heroku languages python sample app,1797,0,854,0.0,Neutral
7133153,omab python social auth,social auth made simple,2862,2823,python,1,0,0,0,key bsd clause name bsd clause new or revised license spdx id bsd clause url https api github com licenses bsd clause node id mdc tgljzw zztu,,1076,23,2823,0.0,Neutral
114542075,arogozhnikov python with pleasure,a short guide on features of python with examples,239,3610,missing,1,0,0,0,missing,,196,2,3610,0.0,Neutral
110621895,aws sagemaker python sdk,a library for training and deploying machine learning models on amazon sagemaker,170424,2189,python,1,0,1,0,key apache name apache license spdx id apache url https api github com licenses apache node id mdc tgljzw zzti,aws huggingface machine learning mxnet python pytorch sagemaker tensorflow,1194,340,2189,0.1779,Positive
6501727,swaroopch byte of python,beginners book on python start here if you don t know programming,6083,2398,python,0,1,0,0,missing,beginner friendly book python tutorial,1091,12,2398,0.0,Neutral
54186687,liguoyu python,missing,375103,49,python,1,0,0,0,missing,,53,6,49,-0.296,Negative
102487700,zedr clean code python,bathtub clean code concepts adapted for python,217,4675,python,0,0,1,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,,819,5,4675,0.4019,Positive
14163863,googleworkspace python samples,python samples for google workspace apis,10993,1323,python,1,0,0,0,key apache name apache license spdx id apache url https api github com licenses apache node id mdc tgljzw zzti,google workspace gsuite python samples,921,138,1323,0.0,Neutral
307447,twilio twilio python,a python module for communicating with the twilio api and generating twiml,155910,1992,python,0,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,twilio twilio api twiml,784,34,1992,0.0,Neutral
185478926,open telemetry opentelemetry python,opentelemetry python api and sdk,31497,2141,python,1,1,1,0,key apache name apache license spdx id apache url https api github com licenses apache node id mdc tgljzw zzti,correlationcontext distributed tracing logging metrics opentelemetry python sdk tracecontext,739,415,2141,0.0,Neutral
151193107,codecwang opencv python tutorial,opencv python image processing tutorial for beginners,10313,3097,typescript,1,0,0,0,missing,image processing opencv opencv python,962,14,3097,0.0,Neutral
112279102,ypsheng python,python web,7503,56,python,1,0,0,0,missing,,84,0,56,0.0,Neutral
26456792,slackapi python slack sdk,slack developer kit for python,15142,3954,python,0,1,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,aiohttp aiohttp client asyncio python slack slackapi socket mode websocket websocket client websockets,846,44,3954,0.0,Neutral
53990033,esri arcgis python api,documentation and samples for arcgis api for python,3823430,2051,python,1,1,0,0,key apache name apache license spdx id apache url https api github com licenses apache node id mdc tgljzw zzti,arcgis data science gis jupyter jupyterlab extension mapping python spatial data spatial data analysis,1136,89,2051,0.0,Neutral
85111422,willkoehrsen data analysis,data science using python,377195,5388,jupyter notebook,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,,3646,38,5388,0.0,Neutral
208559398,zwdnet pythonpractice,python,39832,538,html,1,0,0,0,missing,,268,3,538,0.0,Neutral
483433733,rochacbruno python week,template para a python week a de abril na linuxtips,1903,1817,python,1,0,0,0,key unlicense name the unlicense spdx id unlicense url https api github com licenses unlicense node id mdc tgljzw zzte,fastapi jupyter pytest python pythonweek,1156,7,1817,0.0,Neutral
72061131,ethan funny explore python,green book the beauty of python programming,4973,2770,python,1,1,0,0,key other name other spdx id noassertion url none node id mdc tgljzw zzta,gitbook python,645,11,2770,0.5859,Positive
6794278,scanny python pptx,create open xml powerpoint documents in python,55550,2957,python,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,,622,507,2957,0.2732,Positive
324309976,liliwen python,,249,114,python,1,0,0,0,missing,,60,7,114,0.0,Neutral
19674161,dockerfile python,python dockerfile for trusted automated docker builds,204,73,shell,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,,72,2,73,0.4767,Positive
199366418,prabhupant python ds,no non sense and no bs repo for how data structure code should be in python simple and elegant,607,2986,python,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,algorithms computer science data structures,620,30,2986,-0.0772,Negative
45597171,prodesire python guide cn,python the chinese translation of hitchhiker s guide to python,5462,4357,batchfile,1,0,0,0,key other name other spdx id noassertion url none node id mdc tgljzw zzta,,765,1,4357,0.0,Neutral
15926039,pypa packaging python org,python packaging user guide,62103,1560,python,1,0,0,0,missing,,1289,168,1560,0.0,Neutral
5171600,python pillow pillow,python imaging library fork,208676,13055,python,1,1,1,0,key other name other spdx id noassertion url none node id mdc tgljzw zzta,c cross platform image image processing pil pillow python python,2323,134,13055,0.0,Neutral
345048,joestump python oauth,a fully tested abstract interface to creating oauth clients and servers,456,3003,python,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,,908,75,3003,0.296,Positive
112295829,jenkins docs simple python pyinstaller app,for an introductory tutorial on how to use jenkins to build a simple python application with pyinstaller,6,98,python,1,0,0,0,missing,,6066,3,98,0.0,Neutral
4345812,strawlab python pcl,python bindings to the pointcloud library pcl,42274,2050,cython,1,1,0,1,key other name other spdx id noassertion url none node id mdc tgljzw zzta,,694,261,2050,0.0,Neutral
18621902,realpython python scripts,because i m tired of gists,59,2136,python,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,,701,28,2136,-0.4404,Negative
392517770,overmind oeasy python tutorial,python python linux vim,458841,2158,shell,1,0,0,0,key gpl name gnu general public license v spdx id gpl url https api github com licenses gpl node id mdc tgljzw zztk,learn python linux python tutorial unicode vim,1018,0,2158,0.0,Neutral
63375309,danpaquin coinbasepro python,the unofficial python client for the coinbase pro api,299,1844,python,1,1,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,bitcoin cbpro coinbase coinbasepro coinbasepro api ethereum exchange libaray orderbook python client trading websocket client wrapper,726,89,1844,0.0,Neutral
212755573,navinreddy python,missing,144,479,missing,1,0,0,0,missing,,473,18,479,-0.296,Negative
8077625,python gitlab python gitlab,a python wrapper for the gitlab api,6083,2392,python,1,0,1,0,key lgpl name gnu lesser general public license v spdx id lgpl url https api github com licenses lgpl node id mdc tgljzw zztey,api gitlab gitlab api gitlab ci gitlab cli hacktoberfest python,675,45,2392,0.0,Neutral
741365632,apify crawlee python,crawlee a web scraping and browser automation library for python to build reliable crawlers extract data for ai llms rag or gpts download html pdf jpg png and other files from websites works with beautifulsoup playwright and raw http both headful and headless mode with proxy rotation,31180,6289,python,0,1,1,0,key apache name apache license spdx id apache url https api github com licenses apache node id mdc tgljzw zzti,apify automation beautifulsoup crawler crawling hacktoberfest headless headless chrome pip playwright python scraper scraping web crawler web crawling web scraping,437,77,6289,0.0,Neutral
42750248,watson developer cloud python sdk,snake client library to use the ibm watson services in python and available in pip as watson developer cloud,40631,1457,python,0,1,0,0,key apache name apache license spdx id apache url https api github com licenses apache node id mdc tgljzw zzti,hacktoberfest,823,7,1457,0.0,Neutral
108525211,mx c super mario python,super mario in python and pygame,6673,627,python,1,0,0,0,missing,hacktoberfest mario bros mario game platformer pygame pygame application python,1769,34,627,0.5994,Positive
98542246,shadowsocksr backup shadowsocksr,python port of shadowsocksr,1744,6153,python,0,0,0,0,key apache name apache license spdx id apache url https api github com licenses apache node id mdc tgljzw zzti,,3097,56,6153,0.0,Neutral
126004269,joanby python ml course,curso de introducci n a machine learning con python,542767,806,jupyter notebook,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,artificial neural networks data science machine learning python regression models svm,1571,3,806,0.0,Neutral
892815,achillean shodan python,the official python library for shodan,448,2664,python,1,0,0,0,key other name other spdx id noassertion url none node id mdc tgljzw zzta,,608,57,2664,0.0,Neutral
